01:142116.042,4120.9075,N,08131.4508,W,000.0,178.5,180410
02:0,493,498,604
02:2,494,495,593
02:4,496,489,593
02:6,497,489,604
02:9,496,485,608
02:11,504,490,606
02:13,510,496,606
02:15,496,492,597
02:17,497,494,603
02:19,495,495,603
02:21,499,498,609
02:23,497,492,601
02:25,488,504,607
02:27,481,491,596
02:29,483,505,604
02:31,480,489,602
02:33,490,490,612
02:35,494,496,614
02:37,496,496,609
02:39,504,502,613
02:42,499,504,605
02:48,497,494,606
02:55,493,496,608
02:60,499,496,605
02:67,498,498,593
02:72,500,491,598
02:78,502,499,603
02:84,503,498,601
02:91,494,492,607
01:142116.142,4120.9075,N,08131.4508,W,001.6,180.6,180410
02:0,494,493,607
02:2,492,496,605
02:4,493,497,598
02:6,491,498,602
02:7,492,501,603
02:9,499,505,602
02:11,496,508,607
02:13,492,502,611
02:15,489,497,602
02:17,491,497,597
02:20,491,498,601
02:22,494,490,595
02:24,500,504,598
02:26,496,491,591
02:28,499,495,599
02:30,499,488,600
02:32,496,489,591
02:35,505,503,615
02:37,494,494,612
02:39,501,501,601
02:45,495,491,610
02:51,505,491,607
02:56,499,492,599
02:61,500,511,599
02:67,501,498,588
02:74,494,491,605
02:81,495,483,596
02:87,501,490,598
02:92,500,498,602
01:142116.242,4120.9075,N,08131.4508,W,003.0,180.4,180410
02:0,494,505,597
02:2,492,504,598
02:4,494,499,601
02:6,499,494,602
02:8,496,492,598
02:10,505,498,608
02:12,500,501,605
02:14,494,493,602
02:16,494,497,605
02:18,495,494,607
02:21,497,505,603
02:23,492,502,601
02:25,481,486,592
02:27,496,494,603
02:29,502,491,586
02:31,505,496,599
02:33,487,482,601
02:36,489,485,604
02:38,507,505,603
02:40,502,503,604
02:42,490,496,611
02:44,494,501,610
02:46,495,495,597
02:48,495,501,604
02:50,488,489,653
02:54,540,533,644
02:61,499,509,626
02:67,492,507,626
02:73,504,501,618
02:78,500,498,626
02:85,498,502,624
02:91,497,501,621
02:96,498,503,625
02:102,504,508,620
01:142116.342,4120.9075,N,08131.4508,W,003.8,179.5,180410
02:0,500,511,616
02:2,502,509,623
02:4,500,507,622
02:6,501,505,611
02:8,503,504,611
02:10,500,503,620
02:12,502,499,617
02:14,507,503,608
02:16,506,506,614
02:18,503,502,624
02:20,502,502,624
02:22,504,501,614
02:24,502,505,617
02:26,498,503,623
02:28,494,503,622
02:32,492,500,619
02:38,496,500,618
02:45,499,504,626
02:51,499,505,625
02:57,498,507,616
02:62,498,502,613
02:69,500,502,616
02:74,500,504,622
02:81,498,510,622
02:87,505,503,611
02:93,504,502,609
02:99,499,499,617
02:103,498,501,606
02:108,494,504,613
02:113,501,494,611
02:119,504,494,611
02:126,496,502,608
02:131,498,505,616
02:136,500,505,615
02:142,498,503,615
02:148,495,501,615
02:154,496,502,614
02:160,493,502,632
02:167,494,501,623
02:174,498,503,622
02:180,501,501,615
01:142116.442,4120.9075,N,08131.4508,W,003.5,179.5,180410
02:4,498,499,612
02:8,497,499,614
02:13,501,494,612
02:18,492,494,615
02:23,495,498,610
02:29,497,503,613
02:35,500,508,626
02:40,494,509,624
02:47,493,505,621
02:52,497,496,620
02:59,497,494,617
01:142116.542,4120.9075,N,08131.4508,W,003.7,182.0,180410
02:5,496,507,622
02:9,501,505,621
02:16,498,498,615
02:23,497,496,619
02:30,497,506,614
02:35,493,501,612
02:40,496,493,619
01:142116.642,4120.9075,N,08131.4508,W,004.2,182.3,180410
02:0,492,495,619
02:2,495,496,616
02:4,501,501,622
02:6,501,498,616
02:8,497,502,616
02:9,496,502,626
02:11,498,506,624
02:13,497,509,613
02:16,497,508,620
02:19,496,509,620
02:26,504,504,619
02:32,502,497,620
02:37,495,503,624
02:43,495,503,623
02:50,495,500,621
02:56,499,507,625
02:61,495,511,623
02:68,496,507,612
01:142116.742,4120.9075,N,08131.4508,W,004.6,181.8,180410
02:0,489,496,625
02:2,492,492,623
02:3,495,492,611
02:5,495,494,621
02:7,490,493,624
02:9,495,495,623
02:11,493,501,618
02:13,497,504,621
02:15,495,509,619
02:17,491,513,624
02:19,496,510,625
02:21,497,509,612
02:24,491,504,620
02:26,490,499,626
02:28,491,495,621
02:30,494,494,619
02:33,495,494,628
02:35,493,491,618
02:37,495,498,618
02:39,496,502,627
02:42,497,506,613
02:48,497,505,612
02:54,497,497,614
02:60,496,496,620
02:66,498,501,614
02:72,498,507,620
02:80,491,501,616
02:85,497,497,619
02:90,498,497,619
01:142116.842,4120.9074,N,08131.4508,W,004.8,181.3,180410
02:0,495,502,615
02:2,496,508,617
02:4,494,508,623
02:6,496,510,616
02:8,496,511,612
02:10,499,509,623
02:12,499,503,621
02:14,502,502,614
02:16,501,503,618
02:19,496,500,617
02:21,496,504,617
02:23,497,502,616
02:25,498,503,617
02:27,493,500,616
02:29,495,505,623
02:31,499,501,613
02:33,496,503,613
02:35,497,506,629
02:37,501,502,619
02:40,499,503,613
02:42,499,501,622
02:48,497,499,620
02:53,497,498,614
02:59,494,504,619
02:66,494,507,621
02:72,493,502,621
02:78,496,498,619
02:85,495,505,623
02:91,496,501,619
01:142116.942,4120.9073,N,08131.4508,W,004.8,180.9,180410
02:0,495,498,612
02:2,496,498,616
02:5,494,497,619
02:7,494,497,615
02:9,494,501,613
02:10,495,502,618
02:13,493,503,617
02:15,494,508,617
02:17,493,507,618
02:19,496,508,615
02:21,491,507,618
02:23,492,504,616
02:25,494,499,613
02:27,497,497,613
02:29,496,495,616
02:31,494,497,614
02:33,494,496,619
02:35,494,495,621
02:37,492,500,617
02:39,495,501,621
02:43,493,503,613
02:50,494,497,613
02:55,495,500,616
02:62,496,502,620
02:68,495,509,622
02:73,494,504,617
02:80,494,501,617
02:86,492,503,610
02:92,493,508,613
01:142117.042,4120.9071,N,08131.4508,W,004.9,180.5,180410
02:0,495,512,615
02:2,500,509,615
02:4,499,504,608
02:6,500,506,611
02:8,502,506,617
02:10,497,506,615
02:12,492,507,610
02:14,494,504,614
02:16,493,505,611
02:18,489,505,611
02:20,489,508,614
02:22,486,505,613
02:24,486,503,616
02:26,494,503,616
02:28,498,505,618
02:30,500,507,626
02:33,501,508,624
02:35,496,507,615
02:37,502,513,623
02:40,494,512,621
02:42,493,510,614
02:44,487,508,617
02:50,490,504,610
02:56,500,498,620
02:61,496,502,630
02:67,492,514,629
02:73,492,513,627
02:86,497,507,617
02:91,493,504,620
02:96,492,497,615
01:142117.142,4120.9070,N,08131.4508,W,005.1,180.2,180410
02:0,499,498,617
02:2,496,497,617
02:4,493,501,616
02:6,494,505,619
02:8,490,507,612
02:10,485,504,616
02:12,485,504,624
02:15,491,501,618
02:17,493,497,618
