02:300664,501,452,541
02:300673,521,491,590
02:300679,532,499,597
02:300681,530,496,598
02:300684,533,503,603
02:300686,532,497,603
02:300689,529,500,602
02:300691,530,497,597
02:300694,530,494,586
02:300696,534,497,590
02:300698,535,504,599
02:300701,532,494,592
02:300703,535,498,597
02:300706,529,493,598
02:300708,541,507,610
02:300711,530,498,604
02:300718,541,501,600
02:300725,535,495,607
02:300733,533,496,608
02:300741,531,499,605
02:300749,530,500,599
02:300756,535,497,603
02:300,531,493,603
02:69,532,493,594
02:76,534,495,598
02:82,535,497,597
02:88,530,501,598
01:153819.148,4120.9288,N,08131.4525,W,006.5,185.5,180410
02:0,529,496,604
02:2,530,496,606
02:4,531,496,604
02:6,531,494,604
02:8,532,494,605
02:10,530,495,605
02:12,537,494,604
02:14,537,500,606
02:17,529,494,598
02:19,531,497,599
02:21,534,493,601
02:23,527,492,598
02:25,528,493,594
02:27,537,494,592
02:29,527,489,596
02:31,529,496,603
02:33,524,497,604
02:35,534,494,598
02:37,536,501,615
02:40,543,502,612
02:42,535,499,606
02:44,538,507,613
02:50,530,500,598
02:55,531,495,603
02:62,534,497,598
02:68,531,499,599
02:73,528,505,601
02:80,529,500,604
02:86,530,505,599
02:93,532,496,602
01:153819.248,4120.9288,N,08131.4525,W,012.9,187.5,180410
02:0,529,500,608
02:2,533,502,612
02:4,529,499,605
02:6,528,500,603
02:8,530,499,602
02:9,526,497,601
02:11,534,502,605
02:13,535,501,607
02:16,534,500,608
02:18,528,498,602
02:20,529,496,597
02:22,531,487,588
02:24,532,498,604
02:26,521,485,600
02:28,534,492,592
02:30,525,488,592
02:32,525,487,593
02:34,546,510,614
02:36,538,505,608
02:38,528,498,597
02:43,530,493,596
02:49,529,496,605
02:56,538,500,602
02:63,538,498,599
02:70,533,498,603
02:76,535,496,597
02:82,535,492,596
02:89,530,494,603
01:153819.348,4120.9289,N,08131.4524,W,005.3,185.7,180410
02:0,532,498,601
02:2,532,499,599
02:4,533,497,599
02:6,533,499,597
02:8,535,499,598
02:10,533,501,600
02:12,543,512,605
02:14,538,501,599
02:16,532,500,603
02:18,530,499,601
02:20,529,497,601
02:22,527,498,599
02:24,536,503,605
02:26,531,502,602
02:29,532,492,600
02:31,524,490,589
02:33,527,492,591
02:35,544,510,610
02:37,537,498,602
02:39,529,508,607
02:46,532,496,610
02:52,531,500,598
02:58,531,497,604
02:65,536,496,600
02:73,530,493,598
02:79,531,493,595
02:85,530,491,601
02:91,529,497,597
01:153819.448,4120.9288,N,08131.4524,W,002.8,185.1,180410
02:0,535,499,601
02:2,531,497,600
02:4,532,497,598
02:6,531,499,598
02:8,534,497,599
02:10,535,500,600
02:12,531,498,598
02:14,539,509,610
02:17,536,502,600
02:19,530,499,601
02:21,527,499,601
02:23,525,495,596
02:25,521,488,598
02:28,529,502,604
02:30,531,501,594
02:32,535,497,595
02:34,533,495,595
02:36,531,495,597
02:38,543,505,612
02:40,534,495,603
02:43,527,503,598
02:50,534,499,604
02:56,535,497,595
02:64,531,501,596
02:71,538,497,604
02:77,534,496,604
02:83,532,500,600
02:89,538,496,600
01:153819.548,4120.9288,N,08131.4524,W,002.0,185.0,180410
02:0,533,492,603
02:3,532,492,595
02:5,534,491,598
02:6,534,494,606
02:8,534,495,601
02:10,537,500,599
02:12,534,497,605
02:14,526,498,607
02:16,535,501,605
02:19,538,499,597
02:21,529,499,604
02:23,530,496,612
02:25,534,496,600
02:27,526,489,588
02:29,535,503,609
02:31,530,497,595
02:33,530,498,603
02:35,525,495,601
02:37,524,494,604
02:39,551,516,615
02:41,536,503,601
02:43,531,499,600
02:46,536,501,601
02:48,537,501,600
02:50,524,489,594
02:54,536,497,601
02:60,530,497,607
02:66,534,498,598
02:72,533,501,598
02:78,532,500,602
02:84,533,497,607
02:91,529,494,602
02:97,537,498,595
02:103,533,497,595
01:153819.648,4120.9287,N,08131.4524,W,001.7,184.5,180410
02:0,530,503,607
02:2,530,503,604
02:4,527,502,601
02:6,534,504,607
02:8,532,502,604
02:10,531,501,603
02:12,532,500,605
02:14,533,503,611
02:16,522,488,593
02:18,532,494,592
02:21,522,490,595
02:23,521,489,588
02:25,526,493,596
02:27,528,496,610
02:29,542,506,611
02:31,524,495,599
02:36,527,493,587
02:41,533,500,597
02:48,535,495,598
02:53,534,498,598
02:60,531,495,602
02:67,531,497,599
02:73,531,497,601
02:79,535,497,598
02:85,531,500,600
02:91,535,497,597
02:97,534,498,596
02:103,532,497,604
02:110,533,497,601
02:115,531,496,599
02:122,532,493,600
02:127,537,496,592
02:133,529,500,604
02:140,535,496,604
02:146,539,504,602
02:153,535,499,601
02:160,534,503,601
02:166,536,496,602
02:171,537,500,600
01:153819.748,4120.9287,N,08131.4524,W,001.6,184.4,180410
02:4,534,497,599
02:11,528,501,602
02:18,529,501,597
02:23,534,503,595
02:27,533,505,611
02:33,542,506,602
02:39,526,499,590
02:45,538,506,607
02:50,519,488,595
02:56,533,496,603
01:153819.848,4120.9287,N,08131.4524,W,001.5,184.2,180410
02:4,534,497,607
02:9,539,499,600
02:15,529,500,597
02:22,529,502,599
02:27,531,494,602
02:33,534,498,604
02:39,535,496,595
01:153819.948,4120.9286,N,08131.4524,W,001.5,184.4,180410
02:0,538,496,603
02:2,535,499,607
02:4,536,500,610
02:6,531,501,606
02:8,533,500,602
02:10,532,499,600
02:12,529,499,605
02:14,521,487,591
02:17,523,487,587
02:19,526,496,607
02:21,522,484,590
02:23,528,491,598
02:25,530,498,612
02:27,536,500,610
02:30,530,496,604
02:33,535,494,603
02:40,536,496,598
02:46,532,494,607
02:52,536,496,601
02:60,531,500,599
02:66,532,495,601
02:72,531,498,598
02:79,533,495,601
01:153820.048,4120.9286,N,08131.4524,W,001.4,184.3,180410
02:0,527,500,613
02:2,530,501,603
02:4,534,499,594
02:6,530,498,601
02:8,529,499,608
02:10,531,501,608
02:12,535,505,598
02:15,531,501,603
02:17,532,502,605
02:19,535,496,594
02:21,534,500,603
02:23,525,494,604
02:25,523,489,594
02:27,537,500,597
02:29,522,494,597
02:31,527,497,612
02:33,526,497,599
02:35,540,498,593
02:37,543,510,614
02:40,538,500,610
02:42,527,491,594
02:46,527,492,599
02:52,530,497,603
02:59,535,505,599
02:65,535,497,594
02:71,528,502,600
02:78,530,498,600
02:85,532,499,603
02:91,535,498,597
